Date,Day of Week,Weather,Breakfast Dish,Breakfast Quantity Made (kg),Breakfast Quantity Consumed (kg),Breakfast Quantity Wasted (kg),Dish1_Name,Dish1_Quantity_Made (kg),Dish1_Quantity_Consumed (kg),Dish1_Quantity_Wasted (kg),Dish2_Name,Dish2_Quantity_Made (kg),Dish2_Quantity_Consumed (kg),Dish2_Quantity_Wasted (kg),Dish3_Name,Dish3_Quantity_Made (kg),Dish3_Quantity_Consumed (kg),Dish3_Quantity_Wasted (kg),Staples1,Staples1_Quantity_Made (kg),Staples1_Quantity_Consumed (kg),Staples1_Quantity_Wasted (kg),Dessert,Expected Diners,Avg Portion (kg),Satisfaction Score,Historical_Trend,Seasonal_Preference,Preferred Dish,Meal Type,Lunch/Dinner Expected Diners,Avg Portion Lunch/Dinner (kg),Quantity Made Lunch/Dinner (kg),Adjusted Quantity Made Lunch/Dinner (kg),Quantity Consumed Lunch/Dinner (kg),Quantity Wasted Lunch/Dinner (kg),Calories (per serving),Nutrient Value (Protein/Fiber),Preference for Dish1,Preference for Dish2,Food Cost (INR),Surplus Redistribution Potential,Notes for the Day,Total Food Waste (kg),Output
1973-12-08,Tuesday,Cloudy,Rajma,44.23,38.87,1.45,Dal Tadka,15.85,22.63,4.28,Dal Tadka,18.24,10.71,4.42,Rajma,21.65,10.89,0.74,Naan,90.28,41.72,1.21,Paratha,206,0.47,4,Low,Medium,Roti,Breakfast,310,0.22,99.59,65.41,95.42,5.02,462,17g/4g,Medium,Medium,2099,Medium,Large intake today,20.79,Dal Tadka: 22.63 kg; Dal Tadka: 10.71 kg; Rajma: 10.89 kg; Naan: 41.72 kg; Paratha: 206.00 kg
1982-03-30,Sunday,Rainy,Rajma,17.85,37.55,4.8,Dosa,12.72,12.58,4.19,Aloo Gobi,22.07,16.51,1.79,Roti,26.65,9.67,1.71,Roti,55.61,56.18,2.59,Roti,173,0.31,4,Low,High,Gulab Jamun,Breakfast,433,0.27,87.98,137.57,42.06,7.82,422,17g/3g,Medium,Low,2356,High,Less intake today,13.29,Dosa: 12.58 kg; Aloo Gobi: 16.51 kg; Roti: 9.67 kg; Roti: 56.18 kg; Roti: 173.00 kg
1974-11-28,Sunday,Rainy,Idli,33.9,12.95,0.02,Paneer Butter Masala,11.07,10.94,3.74,Kheer,15.59,24.77,2.08,Rajma,25.95,10.01,2.43,Idli,64.42,76.0,0.2,Aloo Gobi,262,0.22,3,Medium,Medium,Gulab Jamun,Breakfast,297,0.3,62.1,72.9,66.98,4.27,322,18g/3g,Low,Medium,1543,Medium,Large intake today,7.55,Paneer Butter Masala: 10.94 kg; Kheer: 24.77 kg; Rajma: 10.01 kg; Idli: 76.00 kg; Aloo Gobi: 262.00 kg
2021-05-25,Thursday,Rainy,Baingan Bharta,25.39,6.1,4.52,Jalebi,14.8,19.61,1.85,Roti,21.62,19.63,4.25,Roti,20.65,23.23,4.5,Naan,54.89,71.67,8.92,Chole,142,0.49,2,High,High,Aloo Gobi,Breakfast,402,0.47,85.2,129.59,50.94,0.89,159,18g/14g,Low,Low,1975,High,Less intake today,5.34,Jalebi: 19.61 kg; Roti: 19.63 kg; Roti: 23.23 kg; Naan: 71.67 kg; Chole: 142.00 kg
2000-12-22,Sunday,Sunny,Naan,40.23,26.44,2.42,Chole,22.26,13.61,4.72,Baingan Bharta,12.14,20.14,2.96,Jalebi,20.59,19.51,0.04,Paneer Butter Masala,99.02,72.11,2.86,Gulab Jamun,221,0.25,1,Low,High,Roti,Dinner,239,0.34,107.63,57.49,122.83,4.84,319,5g/2g,Medium,Medium,2585,Low,Less intake today,16.52,Chole: 13.61 kg; Baingan Bharta: 20.14 kg; Jalebi: 19.51 kg; Paneer Butter Masala: 72.11 kg; Gulab Jamun: 221.00 kg
1994-02-07,Monday,Rainy,Kheer,31.75,14.59,1.98,Paratha,29.94,21.09,4.9,Aloo Gobi,29.5,19.05,0.0,Baingan Bharta,15.42,24.49,3.64,Chole,70.8,72.29,9.31,Pav Bhaji,199,0.33,5,Low,Medium,Naan,Breakfast,171,0.24,146.2,79.38,89.84,8.74,265,18g/8g,Medium,Medium,2738,Medium,Large intake today,12.27,Paratha: 21.09 kg; Aloo Gobi: 19.05 kg; Baingan Bharta: 24.49 kg; Chole: 72.29 kg; Pav Bhaji: 199.00 kg
1973-05-07,Tuesday,Rainy,Baingan Bharta,48.39,30.57,1.81,Gulab Jamun,20.35,9.52,4.48,Jalebi,27.39,14.42,0.92,Naan,21.51,13.82,1.69,Idli,62.5,86.21,7.87,Idli,500,0.2,4,High,Low,Chole,Breakfast,201,0.48,136.59,125.74,105.41,7.37,391,8g/15g,High,High,1842,Low,Large intake today,17.54,Gulab Jamun: 9.52 kg; Jalebi: 14.42 kg; Naan: 13.82 kg; Idli: 86.21 kg; Idli: 500.00 kg
1990-05-25,Sunday,Rainy,Naan,21.04,22.65,1.31,Pav Bhaji,15.28,20.88,4.01,Dosa,10.35,23.19,1.58,Kheer,21.55,21.72,3.68,Baingan Bharta,53.98,61.13,3.86,Dal Tadka,280,0.33,1,Low,Medium,Paratha,Breakfast,282,0.3,62.75,114.17,131.27,0.32,287,17g/2g,Medium,High,1764,Low,Less intake today,8.94,Pav Bhaji: 20.88 kg; Dosa: 23.19 kg; Kheer: 21.72 kg; Baingan Bharta: 61.13 kg; Dal Tadka: 280.00 kg
2004-09-02,Sunday,Cloudy,Jalebi,43.05,11.03,3.27,Paratha,17.88,22.64,2.9,Rajma,26.16,13.83,0.89,Chole,17.57,14.18,2.12,Aloo Gobi,54.97,59.06,5.9,Roti,264,0.29,4,Medium,High,Gulab Jamun,Dinner,253,0.26,54.24,103.12,100.5,5.0,337,6g/14g,Low,High,1572,Low,Less intake today,21.54,Paratha: 22.64 kg; Rajma: 13.83 kg; Chole: 14.18 kg; Aloo Gobi: 59.06 kg; Roti: 264.00 kg
1995-11-18,Thursday,Rainy,Dosa,12.84,25.4,3.44,Dal Tadka,10.71,19.04,2.96,Rajma,11.91,9.3,3.96,Dal Tadka,16.83,19.06,2.8,Roti,73.1,51.36,0.51,Jalebi,267,0.21,1,Low,High,Roti,Dinner,248,0.28,60.86,136.07,131.79,3.27,170,7g/3g,High,High,2819,Medium,Perfect meal balance,23.89,Dal Tadka: 19.04 kg; Rajma: 9.30 kg; Dal Tadka: 19.06 kg; Roti: 51.36 kg; Jalebi: 267.00 kg
2009-08-07,Friday,Rainy,Dosa,29.1,9.13,4.58,Roti,19.0,10.39,3.32,Pav Bhaji,10.84,11.6,1.21,Jalebi,14.56,12.73,3.03,Paneer Butter Masala,55.26,57.07,8.89,Aloo Gobi,149,0.49,1,Medium,Low,Chole,Dinner,159,0.2,113.87,58.34,116.51,3.48,118,16g/13g,Low,Medium,2694,Medium,Less intake today,8.69,Roti: 10.39 kg; Pav Bhaji: 11.60 kg; Jalebi: 12.73 kg; Paneer Butter Masala: 57.07 kg; Aloo Gobi: 149.00 kg
2021-10-02,Thursday,Sunny,Paratha,42.34,35.79,1.87,Naan,19.36,9.87,1.62,Naan,20.5,9.72,1.42,Gulab Jamun,26.1,10.12,1.92,Kheer,53.29,76.24,2.91,Baingan Bharta,288,0.3,3,Low,Medium,Dal Tadka,Lunch,287,0.32,55.99,133.36,69.11,4.61,295,13g/8g,Medium,Medium,1895,Low,Perfect meal balance,18.03,Naan: 9.87 kg; Naan: 9.72 kg; Gulab Jamun: 10.12 kg; Kheer: 76.24 kg; Baingan Bharta: 288.00 kg
1978-06-14,Sunday,Rainy,Jalebi,15.52,14.55,4.44,Gulab Jamun,10.13,13.99,0.36,Kheer,12.99,14.58,1.72,Idli,28.93,22.52,3.94,Dosa,71.06,66.01,0.66,Idli,400,0.46,2,High,High,Aloo Gobi,Dinner,338,0.36,72.38,100.78,42.5,0.82,410,5g/6g,Low,Low,2483,Low,Large intake today,22.73,Gulab Jamun: 13.99 kg; Kheer: 14.58 kg; Idli: 22.52 kg; Dosa: 66.01 kg; Idli: 400.00 kg
1994-03-21,Saturday,Sunny,Rajma,40.41,34.66,4.89,Kheer,15.05,19.29,2.2,Idli,12.48,18.23,4.56,Pav Bhaji,12.47,10.41,1.51,Rajma,90.1,79.48,1.16,Gulab Jamun,185,0.31,4,High,Low,Kheer,Lunch,312,0.48,60.89,128.79,115.03,2.58,174,15g/14g,Low,Low,1563,Low,Large intake today,16.56,Kheer: 19.29 kg; Idli: 18.23 kg; Pav Bhaji: 10.41 kg; Rajma: 79.48 kg; Gulab Jamun: 185.00 kg
2021-05-21,Monday,Sunny,Aloo Gobi,44.39,6.16,3.02,Idli,25.28,22.43,2.17,Kheer,13.72,15.62,0.49,Paneer Butter Masala,11.56,19.55,1.38,Dosa,96.6,63.67,8.33,Paratha,295,0.41,4,Medium,High,Kheer,Dinner,377,0.38,146.81,103.86,67.52,5.61,473,7g/6g,Low,High,2615,Low,Less intake today,20.75,Idli: 22.43 kg; Kheer: 15.62 kg; Paneer Butter Masala: 19.55 kg; Dosa: 63.67 kg; Paratha: 295.00 kg
2016-06-27,Thursday,Cloudy,Jalebi,27.36,31.95,4.98,Naan,21.8,18.94,4.65,Pav Bhaji,27.76,14.32,1.34,Dal Tadka,12.56,22.4,4.65,Paratha,68.65,73.08,5.77,Paratha,461,0.35,1,High,Medium,Baingan Bharta,Lunch,291,0.47,138.4,73.4,101.13,7.98,443,15g/12g,Medium,High,1457,Low,Large intake today,17.66,Naan: 18.94 kg; Pav Bhaji: 14.32 kg; Dal Tadka: 22.40 kg; Paratha: 73.08 kg; Paratha: 461.00 kg
2020-02-13,Friday,Sunny,Kheer,20.97,31.63,3.81,Chole,14.14,10.97,1.12,Dal Tadka,21.18,9.93,1.09,Kheer,22.42,19.52,3.87,Naan,90.51,53.06,6.07,Idli,201,0.36,3,High,Medium,Chole,Lunch,271,0.32,86.85,120.58,103.26,3.45,425,11g/9g,Low,Medium,2575,Medium,Perfect meal balance,11.51,Chole: 10.97 kg; Dal Tadka: 9.93 kg; Kheer: 19.52 kg; Naan: 53.06 kg; Idli: 201.00 kg
2005-06-01,Wednesday,Cloudy,Pav Bhaji,42.12,35.83,0.63,Paneer Butter Masala,20.01,16.08,0.63,Paneer Butter Masala,22.57,11.69,1.19,Baingan Bharta,11.71,16.59,4.96,Baingan Bharta,94.24,47.83,9.29,Kheer,225,0.26,5,Low,Medium,Rajma,Lunch,454,0.29,132.49,130.95,105.15,3.22,262,18g/6g,Low,High,1111,Medium,Less intake today,11.9,Paneer Butter Masala: 16.08 kg; Paneer Butter Masala: 11.69 kg; Baingan Bharta: 16.59 kg; Baingan Bharta: 47.83 kg; Kheer: 225.00 kg
1996-01-20,Thursday,Rainy,Gulab Jamun,48.3,27.87,3.3,Baingan Bharta,26.73,15.66,2.13,Jalebi,29.7,9.16,1.13,Roti,12.63,9.8,4.38,Aloo Gobi,78.76,47.09,9.07,Paratha,372,0.46,2,Medium,Medium,Baingan Bharta,Lunch,337,0.35,110.22,138.98,84.62,5.54,347,19g/14g,High,Low,1239,High,Large intake today,24.86,Baingan Bharta: 15.66 kg; Jalebi: 9.16 kg; Roti: 9.80 kg; Aloo Gobi: 47.09 kg; Paratha: 372.00 kg
1980-08-31,Monday,Cloudy,Paneer Butter Masala,45.63,33.59,1.38,Dal Tadka,10.65,24.79,4.62,Paneer Butter Masala,28.94,15.1,3.02,Paneer Butter Masala,26.81,18.89,4.13,Paratha,78.52,88.07,7.13,Baingan Bharta,433,0.33,3,Low,Low,Paneer Butter Masala,Dinner,420,0.22,104.84,90.92,63.65,3.18,431,18g/7g,High,Medium,1804,Medium,Perfect meal balance,14.1,Dal Tadka: 24.79 kg; Paneer Butter Masala: 15.10 kg; Paneer Butter Masala: 18.89 kg; Paratha: 88.07 kg; Baingan Bharta: 433.00 kg
1991-12-27,Sunday,Rainy,Paneer Butter Masala,28.15,14.3,0.24,Roti,29.96,21.51,0.07,Aloo Gobi,18.31,19.92,0.18,Dal Tadka,10.33,21.41,3.36,Chole,55.11,65.07,5.85,Paratha,291,0.41,2,Low,Medium,Gulab Jamun,Lunch,352,0.47,118.91,145.64,119.17,0.84,223,11g/6g,Medium,Medium,2529,Medium,Large intake today,24.43,Roti: 21.51 kg; Aloo Gobi: 19.92 kg; Dal Tadka: 21.41 kg; Chole: 65.07 kg; Paratha: 291.00 kg
2002-03-09,Monday,Cloudy,Naan,12.52,18.31,4.48,Paratha,15.83,11.6,2.91,Dosa,20.22,24.3,0.49,Pav Bhaji,16.96,24.98,0.38,Rajma,91.53,78.67,0.34,Roti,232,0.3,5,Low,High,Chole,Lunch,428,0.34,66.97,77.86,125.26,6.57,209,14g/9g,Low,Medium,1517,High,Less intake today,15.91,Paratha: 11.60 kg; Dosa: 24.30 kg; Pav Bhaji: 24.98 kg; Rajma: 78.67 kg; Roti: 232.00 kg
2017-01-06,Friday,Rainy,Chole,28.78,14.83,2.48,Dosa,12.25,23.87,0.77,Dal Tadka,28.91,16.22,3.91,Chole,13.99,12.02,0.11,Gulab Jamun,83.92,62.3,8.12,Gulab Jamun,314,0.35,5,Medium,High,Roti,Breakfast,102,0.24,67.46,65.15,87.88,6.94,460,6g/8g,Low,Medium,2530,High,Large intake today,23.66,Dosa: 23.87 kg; Dal Tadka: 16.22 kg; Chole: 12.02 kg; Gulab Jamun: 62.30 kg; Gulab Jamun: 314.00 kg
1981-10-18,Saturday,Sunny,Idli,13.73,36.8,1.21,Gulab Jamun,18.79,10.61,3.99,Baingan Bharta,14.55,22.72,3.19,Paratha,23.9,9.84,1.7,Gulab Jamun,55.12,89.59,0.14,Gulab Jamun,406,0.39,5,Medium,High,Dosa,Lunch,287,0.46,135.72,87.1,63.3,8.9,101,16g/3g,High,High,2235,Medium,Less intake today,14.68,Gulab Jamun: 10.61 kg; Baingan Bharta: 22.72 kg; Paratha: 9.84 kg; Gulab Jamun: 89.59 kg; Gulab Jamun: 406.00 kg
1992-06-01,Wednesday,Sunny,Chole,44.38,15.81,1.27,Pav Bhaji,15.32,11.84,3.72,Pav Bhaji,24.95,19.71,1.38,Idli,14.27,23.81,1.35,Rajma,86.82,62.62,3.63,Paneer Butter Masala,303,0.5,4,High,Medium,Jalebi,Dinner,282,0.24,115.93,93.68,133.37,6.73,390,9g/6g,Low,Low,1955,High,Less intake today,5.7,Pav Bhaji: 11.84 kg; Pav Bhaji: 19.71 kg; Idli: 23.81 kg; Rajma: 62.62 kg; Paneer Butter Masala: 303.00 kg
2023-05-31,Monday,Rainy,Gulab Jamun,24.89,17.75,3.02,Paneer Butter Masala,12.35,14.65,3.14,Kheer,18.37,12.3,3.14,Gulab Jamun,22.14,11.52,4.23,Rajma,88.7,44.68,7.35,Paratha,351,0.44,3,Low,Medium,Chole,Lunch,141,0.26,116.02,83.9,129.13,1.76,117,18g/10g,Low,Low,1920,Medium,Less intake today,20.21,Paneer Butter Masala: 14.65 kg; Kheer: 12.30 kg; Gulab Jamun: 11.52 kg; Rajma: 44.68 kg; Paratha: 351.00 kg
2006-12-01,Tuesday,Cloudy,Dosa,30.12,44.47,3.41,Kheer,25.1,9.09,2.9,Rajma,25.48,11.62,0.04,Aloo Gobi,20.44,8.22,0.68,Roti,51.83,70.86,8.78,Idli,313,0.28,5,Medium,Medium,Chole,Breakfast,439,0.34,92.95,103.01,57.11,1.93,106,13g/14g,High,High,2358,High,Perfect meal balance,23.2,Kheer: 9.09 kg; Rajma: 11.62 kg; Aloo Gobi: 8.22 kg; Roti: 70.86 kg; Idli: 313.00 kg
1979-03-08,Tuesday,Cloudy,Kheer,23.52,24.97,3.61,Jalebi,24.74,8.29,1.48,Baingan Bharta,14.1,8.35,4.98,Paratha,23.64,23.58,2.31,Naan,89.22,89.99,8.64,Naan,268,0.27,4,High,Low,Paratha,Dinner,279,0.4,61.77,125.36,73.68,8.2,272,14g/13g,High,Low,1512,Medium,Less intake today,7.28,Jalebi: 8.29 kg; Baingan Bharta: 8.35 kg; Paratha: 23.58 kg; Naan: 89.99 kg; Naan: 268.00 kg
1977-07-06,Monday,Sunny,Dal Tadka,49.82,25.41,1.97,Gulab Jamun,22.61,13.17,4.3,Rajma,17.25,20.26,0.75,Roti,15.11,18.72,3.8,Chole,81.69,51.81,2.86,Idli,447,0.3,4,Low,High,Gulab Jamun,Breakfast,452,0.45,144.64,101.65,47.64,2.35,336,16g/11g,Low,High,1411,High,Large intake today,12.31,Gulab Jamun: 13.17 kg; Rajma: 20.26 kg; Roti: 18.72 kg; Chole: 51.81 kg; Idli: 447.00 kg
1977-07-04,Wednesday,Sunny,Naan,13.07,26.05,3.11,Paratha,17.4,24.14,0.04,Rajma,26.37,9.26,1.17,Baingan Bharta,14.56,15.43,0.48,Baingan Bharta,73.88,88.94,9.03,Paneer Butter Masala,303,0.43,5,High,Medium,Roti,Dinner,434,0.46,117.34,71.19,80.02,8.1,455,20g/2g,Low,Medium,1145,High,Large intake today,21.26,Paratha: 24.14 kg; Rajma: 9.26 kg; Baingan Bharta: 15.43 kg; Baingan Bharta: 88.94 kg; Paneer Butter Masala: 303.00 kg
2020-08-10,Saturday,Cloudy,Paratha,11.76,42.9,3.23,Idli,17.07,19.43,4.68,Idli,14.19,22.02,2.51,Aloo Gobi,11.96,12.03,2.54,Rajma,94.51,67.93,8.49,Pav Bhaji,479,0.43,2,High,Low,Naan,Dinner,218,0.44,85.34,112.49,134.76,0.14,379,10g/10g,Medium,Medium,2929,Medium,Perfect meal balance,22.83,Idli: 19.43 kg; Idli: 22.02 kg; Aloo Gobi: 12.03 kg; Rajma: 67.93 kg; Pav Bhaji: 479.00 kg
1995-09-09,Friday,Cloudy,Chole,11.86,35.45,3.02,Roti,13.76,24.38,1.09,Dosa,15.54,10.54,1.94,Paneer Butter Masala,15.75,14.77,4.88,Paratha,87.15,54.43,6.03,Aloo Gobi,449,0.42,1,Low,Low,Roti,Lunch,369,0.33,103.16,93.41,99.89,6.24,311,6g/15g,Low,Low,1289,Low,Perfect meal balance,10.9,Roti: 24.38 kg; Dosa: 10.54 kg; Paneer Butter Masala: 14.77 kg; Paratha: 54.43 kg; Aloo Gobi: 449.00 kg
2010-06-21,Tuesday,Sunny,Pav Bhaji,49.65,20.7,0.13,Dal Tadka,26.77,21.57,4.11,Dosa,21.52,18.51,0.64,Naan,16.84,24.13,0.89,Pav Bhaji,84.11,64.9,1.54,Dosa,338,0.44,4,Low,High,Kheer,Lunch,103,0.28,70.92,83.91,48.2,8.44,294,12g/15g,High,Low,1924,High,Large intake today,19.1,Dal Tadka: 21.57 kg; Dosa: 18.51 kg; Naan: 24.13 kg; Pav Bhaji: 64.90 kg; Dosa: 338.00 kg
1972-12-27,Friday,Rainy,Rajma,49.03,7.65,0.88,Chole,10.69,18.06,2.24,Baingan Bharta,10.66,23.67,0.69,Paratha,28.13,18.98,3.91,Paratha,50.05,66.14,0.76,Baingan Bharta,180,0.48,2,High,High,Baingan Bharta,Lunch,145,0.21,142.11,95.35,80.24,8.86,397,12g/15g,Low,High,1756,Medium,Perfect meal balance,9.19,Chole: 18.06 kg; Baingan Bharta: 23.67 kg; Paratha: 18.98 kg; Paratha: 66.14 kg; Baingan Bharta: 180.00 kg
2004-05-24,Friday,Sunny,Jalebi,42.82,8.67,3.08,Chole,15.63,19.77,1.79,Chole,15.35,20.7,0.47,Baingan Bharta,11.64,24.86,4.28,Idli,96.22,88.35,9.21,Aloo Gobi,318,0.47,4,Low,Low,Paneer Butter Masala,Lunch,376,0.31,127.59,66.76,114.42,3.65,105,17g/13g,Medium,High,1633,Medium,Perfect meal balance,10.58,Chole: 19.77 kg; Chole: 20.70 kg; Baingan Bharta: 24.86 kg; Idli: 88.35 kg; Aloo Gobi: 318.00 kg
1975-02-09,Sunday,Cloudy,Chole,42.56,42.5,2.44,Paratha,19.41,20.05,2.09,Baingan Bharta,19.72,20.27,4.9,Chole,24.45,15.13,0.35,Baingan Bharta,81.88,86.96,2.73,Dal Tadka,126,0.22,4,High,Low,Kheer,Breakfast,262,0.46,117.35,135.89,40.22,8.69,476,12g/5g,High,High,1144,High,Large intake today,15.96,Paratha: 20.05 kg; Baingan Bharta: 20.27 kg; Chole: 15.13 kg; Baingan Bharta: 86.96 kg; Dal Tadka: 126.00 kg
1974-07-04,Thursday,Sunny,Roti,12.45,17.5,2.69,Baingan Bharta,18.82,19.9,2.05,Dal Tadka,22.6,9.08,2.33,Paneer Butter Masala,27.14,22.45,3.74,Dal Tadka,99.43,67.04,3.4,Chole,267,0.35,2,Low,Low,Dosa,Breakfast,244,0.4,63.47,94.42,134.15,2.29,411,11g/7g,High,Medium,1959,High,Large intake today,20.83,Baingan Bharta: 19.90 kg; Dal Tadka: 9.08 kg; Paneer Butter Masala: 22.45 kg; Dal Tadka: 67.04 kg; Chole: 267.00 kg
2003-10-07,Monday,Cloudy,Roti,14.96,38.19,4.71,Gulab Jamun,12.38,9.38,3.6,Kheer,29.81,18.42,3.94,Naan,15.47,11.58,4.12,Dal Tadka,56.62,83.55,4.91,Gulab Jamun,288,0.43,2,High,Low,Roti,Lunch,199,0.41,67.01,132.98,135.95,1.7,323,13g/13g,High,Low,2583,High,Perfect meal balance,21.2,Gulab Jamun: 9.38 kg; Kheer: 18.42 kg; Naan: 11.58 kg; Dal Tadka: 83.55 kg; Gulab Jamun: 288.00 kg
1992-04-23,Thursday,Rainy,Jalebi,23.86,13.37,1.19,Baingan Bharta,10.6,14.19,2.65,Paratha,19.71,11.9,1.75,Roti,14.04,8.66,3.08,Gulab Jamun,60.9,65.76,2.39,Roti,233,0.2,5,Medium,High,Naan,Lunch,218,0.49,54.9,60.3,84.38,8.47,124,9g/8g,High,Low,2402,High,Large intake today,20.4,Baingan Bharta: 14.19 kg; Paratha: 11.90 kg; Roti: 8.66 kg; Gulab Jamun: 65.76 kg; Roti: 233.00 kg
1984-03-08,Wednesday,Cloudy,Dosa,17.22,10.93,0.02,Paneer Butter Masala,13.71,17.76,4.83,Aloo Gobi,27.62,23.84,3.12,Rajma,14.58,8.4,3.93,Roti,67.93,53.63,9.57,Jalebi,308,0.27,1,Medium,Low,Baingan Bharta,Lunch,354,0.27,100.7,136.18,58.11,4.06,162,12g/14g,Low,Low,2530,Low,Less intake today,24.3,Paneer Butter Masala: 17.76 kg; Aloo Gobi: 23.84 kg; Rajma: 8.40 kg; Roti: 53.63 kg; Jalebi: 308.00 kg
2003-07-12,Monday,Rainy,Gulab Jamun,25.15,29.55,4.92,Idli,22.52,24.47,4.57,Idli,15.16,12.97,4.24,Jalebi,16.43,24.96,3.99,Baingan Bharta,72.39,76.84,0.77,Baingan Bharta,448,0.37,5,Medium,High,Pav Bhaji,Lunch,369,0.38,137.2,77.73,87.57,8.72,106,15g/8g,High,Low,2090,High,Large intake today,17.51,Idli: 24.47 kg; Idli: 12.97 kg; Jalebi: 24.96 kg; Baingan Bharta: 76.84 kg; Baingan Bharta: 448.00 kg
1991-04-02,Tuesday,Sunny,Baingan Bharta,49.9,10.15,4.92,Dosa,22.81,14.64,1.37,Rajma,29.06,23.72,2.16,Idli,22.05,14.63,2.95,Chole,52.19,44.12,0.8,Naan,425,0.38,2,Low,Low,Baingan Bharta,Lunch,174,0.22,60.43,55.7,46.99,4.17,316,18g/10g,Low,Low,2310,High,Perfect meal balance,7.88,Dosa: 14.64 kg; Rajma: 23.72 kg; Idli: 14.63 kg; Chole: 44.12 kg; Naan: 425.00 kg
2003-05-23,Sunday,Cloudy,Paratha,14.19,24.19,2.06,Aloo Gobi,29.01,13.06,0.39,Naan,18.14,8.5,2.3,Dal Tadka,14.5,13.54,0.69,Aloo Gobi,57.62,70.33,5.74,Jalebi,282,0.31,5,High,High,Kheer,Lunch,384,0.41,70.31,132.32,112.24,8.98,213,20g/3g,Medium,Medium,1996,Low,Large intake today,21.66,Aloo Gobi: 13.06 kg; Naan: 8.50 kg; Dal Tadka: 13.54 kg; Aloo Gobi: 70.33 kg; Jalebi: 282.00 kg
1992-07-02,Saturday,Cloudy,Dosa,38.04,15.89,2.98,Naan,25.99,10.81,1.11,Naan,16.67,8.98,1.26,Dosa,15.22,14.25,4.41,Roti,80.46,63.46,7.61,Naan,431,0.23,4,Low,Low,Roti,Dinner,440,0.29,130.16,106.92,106.79,7.86,269,8g/4g,High,High,2452,High,Large intake today,14.3,Naan: 10.81 kg; Naan: 8.98 kg; Dosa: 14.25 kg; Roti: 63.46 kg; Naan: 431.00 kg
2014-10-24,Friday,Cloudy,Chole,40.26,35.23,2.77,Dal Tadka,12.14,21.34,3.53,Kheer,28.56,17.85,2.15,Dosa,21.82,16.24,1.73,Paratha,86.56,75.45,2.56,Dosa,177,0.32,4,High,Low,Baingan Bharta,Dinner,237,0.32,149.58,115.81,94.02,3.6,486,15g/7g,High,Medium,2859,Low,Perfect meal balance,23.64,Dal Tadka: 21.34 kg; Kheer: 17.85 kg; Dosa: 16.24 kg; Paratha: 75.45 kg; Dosa: 177.00 kg
1980-01-18,Wednesday,Sunny,Aloo Gobi,42.66,30.6,3.75,Dosa,12.14,21.22,2.81,Naan,27.19,16.61,2.82,Idli,25.37,19.96,3.19,Pav Bhaji,92.46,56.8,8.34,Chole,489,0.2,2,Medium,Medium,Roti,Breakfast,380,0.29,112.7,67.31,110.29,2.87,212,12g/8g,High,High,1528,High,Less intake today,17.94,Dosa: 21.22 kg; Naan: 16.61 kg; Idli: 19.96 kg; Pav Bhaji: 56.80 kg; Chole: 489.00 kg
1993-02-19,Friday,Rainy,Kheer,35.6,10.44,1.59,Dal Tadka,10.71,19.21,1.3,Naan,26.57,12.78,3.8,Naan,18.87,24.2,1.88,Rajma,71.19,82.78,4.92,Baingan Bharta,387,0.31,2,Low,Medium,Dal Tadka,Lunch,271,0.36,121.26,109.3,105.36,7.03,392,7g/13g,High,High,1502,Low,Perfect meal balance,7.89,Dal Tadka: 19.21 kg; Naan: 12.78 kg; Naan: 24.20 kg; Rajma: 82.78 kg; Baingan Bharta: 387.00 kg
1975-07-15,Monday,Rainy,Aloo Gobi,26.26,39.49,4.98,Gulab Jamun,16.7,18.76,4.35,Pav Bhaji,12.99,15.16,3.36,Kheer,11.85,24.4,2.58,Paneer Butter Masala,63.36,48.09,0.96,Gulab Jamun,133,0.42,2,High,High,Paneer Butter Masala,Breakfast,485,0.32,99.87,75.8,126.0,9.67,269,6g/12g,Low,Medium,2424,High,Less intake today,11.94,Gulab Jamun: 18.76 kg; Pav Bhaji: 15.16 kg; Kheer: 24.40 kg; Paneer Butter Masala: 48.09 kg; Gulab Jamun: 133.00 kg
2002-07-14,Friday,Rainy,Dal Tadka,42.93,7.64,0.08,Roti,14.75,10.29,0.6,Pav Bhaji,14.34,9.85,1.39,Aloo Gobi,16.62,9.11,1.79,Paneer Butter Masala,64.5,45.2,8.87,Idli,427,0.28,2,Medium,Medium,Roti,Breakfast,180,0.47,54.13,81.14,51.53,6.83,163,7g/7g,High,High,2122,Low,Large intake today,21.98,Roti: 10.29 kg; Pav Bhaji: 9.85 kg; Aloo Gobi: 9.11 kg; Paneer Butter Masala: 45.20 kg; Idli: 427.00 kg
2010-07-11,Tuesday,Sunny,Gulab Jamun,42.0,12.7,3.39,Baingan Bharta,17.64,10.61,0.17,Dal Tadka,28.33,18.3,4.48,Kheer,17.92,14.44,1.39,Paratha,71.02,60.21,8.46,Gulab Jamun,297,0.48,4,Low,Low,Roti,Lunch,267,0.45,126.02,100.4,87.55,3.16,469,20g/5g,High,Medium,2349,Low,Large intake today,23.81,Baingan Bharta: 10.61 kg; Dal Tadka: 18.30 kg; Kheer: 14.44 kg; Paratha: 60.21 kg; Gulab Jamun: 297.00 kg
