Date,Day of Week,Weather,Breakfast Dish,Breakfast Quantity Made (kg),Breakfast Quantity Consumed (kg),Breakfast Quantity Wasted (kg),Dish1_Name,Dish1_Quantity_Made (kg),Dish1_Quantity_Consumed (kg),Dish1_Quantity_Wasted (kg),Dish2_Name,Dish2_Quantity_Made (kg),Dish2_Quantity_Consumed (kg),Dish2_Quantity_Wasted (kg),Staples1,Staples1_Quantity_Made (kg),Staples1_Quantity_Consumed (kg),Staples1_Quantity_Wasted (kg),Staples2,Staples2_Quantity_Made (kg),Staples2_Quantity_Consumed (kg),Staples2_Quantity_Wasted (kg),Dessert,Expected Diners,Avg Portion (kg),Satisfaction Score,Historical_Trend,Seasonal_Preference,Preferred Dish,Meal Type,Lunch/Dinner Expected Diners,Avg Portion Lunch/Dinner (kg),Quantity Made Lunch/Dinner (kg),Adjusted Quantity Made Lunch/Dinner (kg),Quantity Consumed Lunch/Dinner (kg),Quantity Wasted Lunch/Dinner (kg),Calories (per serving),Nutrient Value (Protein/Fiber),Preference for Dish1,Preference for Dish2,Food Cost (INR),Surplus Redistribution Potential,Notes for the Day,Total Food Waste (kg),Output
2019-05-20,Monday,Cloudy,Poha,44.13,26.04,3.19,Paneer Butter Masala,28.86,9.22,4.2,Dum Aloo,26.87,13.26,3.12,Rice,73.6,62.54,0.0,Roti,51.47,79.95,9.97,Halwa,246,0.28,5,High,High,Puri Bhaji,Dinner,488,0.35,71.73,134.95,75.35,0.57,366,10g/9g,Low,High,2277,Low,Less intake today,10.55,Paneer Butter Masala: 9.22 kg; Dum Aloo: 13.26 kg; Rice: 62.54 kg; Halwa: Halwa kg
2020-09-18,Sunday,Cloudy,Pav Bhaji,21.37,34.74,4.97,Pav Bhaji,29.94,16.06,0.15,Pulao,23.61,11.93,1.69,Naan,85.59,42.17,6.81,Rice,57.88,43.31,6.46,Kheer,491,0.4,3,High,Low,Kadai Paneer,Lunch,170,0.29,149.34,88.58,115.16,1.86,157,7g/13g,High,Low,1333,Low,Less intake today,11.52,Pav Bhaji: 16.06 kg; Pulao: 11.93 kg; Naan: 42.17 kg; Kheer: Kheer kg
1982-08-30,Wednesday,Rainy,Poha,47.42,36.93,1.52,Butter Chicken,14.21,23.23,0.52,Baingan Bharta,28.31,24.51,1.06,Naan,62.23,66.42,4.38,Roti,65.0,67.3,7.86,Gulab Jamun,377,0.48,4,Low,Low,Baingan Bharta,Breakfast,427,0.35,127.73,102.04,115.29,2.15,101,17g/2g,High,High,1874,Medium,Less intake today,15.22,Butter Chicken: 23.23 kg; Baingan Bharta: 24.51 kg; Naan: 66.42 kg; Gulab Jamun: Gulab Jamun kg
1972-03-13,Sunday,Cloudy,Upma,17.03,30.32,4.16,Chole,26.19,23.98,2.2,Chana Masala,14.9,22.71,4.37,Rice,66.96,74.52,8.56,Roti,54.43,73.75,2.05,Kheer,460,0.29,1,Medium,High,Kadhi Pakora,Dinner,201,0.24,57.19,124.42,115.13,2.04,435,7g/9g,High,Low,2460,Low,Large intake today,13.03,Chole: 23.98 kg; Chana Masala: 22.71 kg; Rice: 74.52 kg; Kheer: Kheer kg
1989-06-01,Sunday,Cloudy,Pav Bhaji,31.36,41.83,0.93,Methi Thepla,17.13,20.37,4.22,Baingan Bharta,15.86,16.3,3.94,Paratha,59.29,89.79,1.78,Rice,93.2,62.54,0.47,Gulab Jamun,258,0.44,4,High,Low,Paneer Butter Masala,Lunch,271,0.45,144.2,76.49,100.54,1.01,249,7g/9g,Medium,High,2274,Low,Large intake today,9.0,Methi Thepla: 20.37 kg; Baingan Bharta: 16.3 kg; Paratha: 89.79 kg; Gulab Jamun: Gulab Jamun kg
1999-11-14,Saturday,Rainy,Dosa,26.36,29.39,1.55,Aloo Paratha,10.49,23.07,3.59,Paneer Butter Masala,21.71,22.79,4.66,Naan,81.51,56.76,0.84,Rice,90.2,88.24,0.77,Kheer,296,0.42,2,High,Low,Pav Bhaji,Breakfast,237,0.3,77.5,70.71,109.45,8.34,351,9g/2g,High,High,2122,High,Perfect meal balance,16.54,Aloo Paratha: 23.07 kg; Paneer Butter Masala: 22.79 kg; Naan: 56.76 kg; Kheer: Kheer kg
2024-05-28,Saturday,Sunny,Pav Bhaji,43.31,43.52,1.32,Bhindi Fry,28.68,8.38,2.2,Dum Aloo,10.2,19.69,2.78,Paratha,57.58,74.85,6.7,Roti,97.46,64.76,3.09,Jalebi,413,0.36,3,Medium,High,Aloo Gobi,Lunch,333,0.29,85.88,60.64,114.92,7.45,403,8g/9g,High,Medium,1200,Low,Large intake today,17.38,Bhindi Fry: 8.38 kg; Dum Aloo: 19.69 kg; Paratha: 74.85 kg; Jalebi: Jalebi kg
2003-07-17,Wednesday,Rainy,Dosa,29.18,36.43,1.82,Rajma,18.78,15.66,0.1,Aloo Gobi,18.53,20.12,0.31,Naan,68.36,89.59,4.37,Rice,76.06,82.99,4.95,Halwa,323,0.43,4,Medium,Low,Dal Tadka,Breakfast,206,0.31,123.2,95.01,46.7,1.83,340,12g/12g,Medium,Low,1325,Low,Less intake today,9.56,Rajma: 15.66 kg; Aloo Gobi: 20.12 kg; Naan: 89.59 kg; Halwa: Halwa kg
1997-09-12,Wednesday,Cloudy,Puri Bhaji,16.94,20.87,2.14,Bhindi Fry,23.05,21.69,1.96,Paneer Butter Masala,13.45,15.58,4.69,Rice,84.81,46.32,3.43,Roti,61.81,78.0,6.91,Halwa,231,0.35,4,Low,High,Bhindi Fry,Lunch,417,0.29,140.36,142.95,76.9,2.12,291,13g/5g,High,High,2450,High,Perfect meal balance,7.89,Bhindi Fry: 21.69 kg; Paneer Butter Masala: 15.58 kg; Rice: 46.32 kg; Halwa: Halwa kg
1997-02-04,Sunday,Rainy,Idli,31.25,29.21,2.44,Paneer Butter Masala,15.79,14.77,1.92,Gobi Manchurian,11.34,19.03,0.9,Naan,54.44,49.65,6.84,Paratha,84.69,85.55,2.69,Jalebi,180,0.3,1,Medium,High,Puri Bhaji,Breakfast,143,0.43,140.39,129.4,135.36,3.97,114,16g/11g,Low,Medium,1327,Medium,Less intake today,20.18,Paneer Butter Masala: 14.77 kg; Gobi Manchurian: 19.03 kg; Naan: 49.65 kg; Jalebi: Jalebi kg
2016-08-05,Wednesday,Cloudy,Poha,41.62,9.17,1.71,Butter Chicken,22.01,11.71,1.57,Chole,29.09,15.29,0.65,Paratha,87.77,68.56,8.38,Roti,73.58,76.42,0.56,Gulab Jamun,207,0.3,1,Medium,Medium,Chole,Lunch,114,0.42,50.39,116.73,108.77,1.66,205,16g/5g,Medium,Low,2608,Medium,Large intake today,8.18,Butter Chicken: 11.71 kg; Chole: 15.29 kg; Paratha: 68.56 kg; Gulab Jamun: Gulab Jamun kg
1998-02-28,Wednesday,Sunny,Puri Bhaji,39.77,40.22,2.98,Pav Bhaji,29.04,23.67,1.96,Aloo Gobi,20.83,10.47,2.82,Rice,69.5,43.82,3.75,Roti,62.24,51.45,5.19,Kheer,288,0.33,4,Low,Medium,Pav Bhaji,Breakfast,475,0.27,57.35,135.12,80.46,8.28,320,11g/9g,Medium,Low,2309,Medium,Less intake today,8.97,Pav Bhaji: 23.67 kg; Aloo Gobi: 10.47 kg; Rice: 43.82 kg; Kheer: Kheer kg
1982-09-30,Monday,Cloudy,Pav Bhaji,40.17,40.93,1.08,Methi Thepla,26.72,8.62,1.51,Kadhi Pakora,17.33,23.17,0.52,Paratha,95.58,51.91,7.43,Roti,54.43,77.48,7.71,Halwa,173,0.35,3,Medium,Low,Paneer Butter Masala,Breakfast,171,0.41,76.31,93.0,100.89,1.37,169,13g/3g,High,Medium,2946,High,Less intake today,15.98,Methi Thepla: 8.62 kg; Kadhi Pakora: 23.17 kg; Paratha: 51.91 kg; Halwa: Halwa kg
2017-06-22,Saturday,Sunny,Puri Bhaji,48.4,5.28,4.36,Dal Tadka,27.9,20.31,0.74,Aloo Gobi,10.73,9.95,0.58,Roti,62.29,54.41,9.7,Paratha,61.05,52.58,5.7,Jalebi,194,0.41,3,Medium,Medium,Pav Bhaji,Breakfast,331,0.21,62.35,102.01,58.31,4.45,253,10g/5g,High,High,2156,Low,Large intake today,8.92,Dal Tadka: 20.31 kg; Aloo Gobi: 9.95 kg; Roti: 54.41 kg; Jalebi: Jalebi kg
2002-03-11,Friday,Cloudy,Idli,37.91,15.25,3.98,Bhindi Fry,25.34,12.0,0.77,Pulao,21.42,22.87,0.62,Rice,67.59,41.36,8.56,Roti,86.69,67.62,4.28,Gulab Jamun,223,0.28,4,Low,High,Baingan Bharta,Lunch,490,0.47,119.75,65.05,117.61,8.92,288,9g/4g,Medium,Medium,2042,Low,Large intake today,12.43,Bhindi Fry: 12.0 kg; Pulao: 22.87 kg; Rice: 41.36 kg; Gulab Jamun: Gulab Jamun kg
1986-10-11,Sunday,Rainy,Poha,25.56,31.41,3.01,Butter Chicken,19.68,16.67,2.17,Chole,18.29,17.27,3.6,Naan,55.53,42.41,2.06,Rice,89.76,51.42,7.04,Halwa,230,0.23,1,Low,High,Methi Thepla,Breakfast,161,0.34,116.09,82.28,124.46,6.62,331,15g/8g,Low,High,1541,Medium,Perfect meal balance,9.25,Butter Chicken: 16.67 kg; Chole: 17.27 kg; Naan: 42.41 kg; Halwa: Halwa kg
2009-12-09,Thursday,Sunny,Poha,30.75,35.44,2.04,Aloo Paratha,10.12,9.7,4.78,Pulao,27.02,18.62,3.38,Roti,93.16,51.26,7.34,Paratha,56.72,57.54,1.63,Jalebi,295,0.42,2,High,High,Kadhi Pakora,Lunch,329,0.33,86.96,110.89,74.51,1.46,497,14g/8g,Low,Low,2608,High,Perfect meal balance,8.1,Aloo Paratha: 9.7 kg; Pulao: 18.62 kg; Roti: 51.26 kg; Jalebi: Jalebi kg
1977-07-26,Tuesday,Sunny,Dosa,17.41,34.07,3.87,Dal Tadka,19.14,22.95,0.3,Bhindi Fry,18.61,9.28,0.8,Roti,89.22,86.44,3.36,Naan,70.78,77.65,1.8,Kheer,123,0.2,4,Low,Medium,Puri Bhaji,Dinner,120,0.37,107.05,102.33,46.4,5.15,319,13g/6g,Low,Medium,1085,Medium,Large intake today,17.65,Dal Tadka: 22.95 kg; Bhindi Fry: 9.28 kg; Roti: 86.44 kg; Kheer: Kheer kg
1971-07-11,Monday,Cloudy,Upma,17.69,23.76,0.21,Palak Paneer,18.38,12.76,2.91,Pulao,29.96,22.61,2.27,Naan,79.37,59.53,9.81,Paratha,63.28,77.74,1.39,Jalebi,287,0.42,1,High,Medium,Butter Chicken,Lunch,336,0.3,110.56,91.52,88.01,5.32,468,20g/9g,Medium,High,1211,Medium,Large intake today,20.52,Palak Paneer: 12.76 kg; Pulao: 22.61 kg; Naan: 59.53 kg; Jalebi: Jalebi kg
1993-07-27,Wednesday,Rainy,Pav Bhaji,23.39,24.25,3.2,Methi Thepla,17.06,12.02,2.68,Chole,11.14,14.04,0.94,Naan,68.47,76.1,8.93,Roti,94.27,77.01,2.99,Kheer,100,0.38,3,Medium,High,Gobi Manchurian,Breakfast,480,0.21,147.42,131.19,54.08,5.35,178,18g/6g,Low,Medium,2261,Low,Perfect meal balance,14.47,Methi Thepla: 12.02 kg; Chole: 14.04 kg; Naan: 76.1 kg; Kheer: Kheer kg
2010-05-23,Friday,Rainy,Upma,37.04,30.91,1.3,Paneer Butter Masala,13.9,18.19,1.39,Gobi Manchurian,22.97,16.73,4.26,Rice,92.3,59.08,0.9,Paratha,90.13,42.08,7.72,Kheer,417,0.45,2,Medium,Low,Dal Tadka,Breakfast,389,0.47,133.82,82.51,74.74,2.65,451,15g/13g,Medium,Medium,1221,High,Perfect meal balance,18.44,Paneer Butter Masala: 18.19 kg; Gobi Manchurian: 16.73 kg; Rice: 59.08 kg; Kheer: Kheer kg
2024-07-04,Sunday,Cloudy,Pav Bhaji,48.04,26.85,1.58,Rajma,28.12,11.3,0.97,Aloo Gobi,18.18,20.55,4.61,Roti,52.9,88.49,9.66,Paratha,64.12,59.64,0.29,Halwa,123,0.45,4,Low,Medium,Upma,Lunch,135,0.38,78.45,78.02,114.04,2.91,310,11g/15g,Medium,High,1861,Low,Perfect meal balance,17.41,Rajma: 11.3 kg; Aloo Gobi: 20.55 kg; Roti: 88.49 kg; Halwa: Halwa kg
2006-12-14,Sunday,Cloudy,Dosa,34.55,13.01,0.45,Rajma,11.51,14.71,3.41,Paneer Butter Masala,23.51,13.82,1.46,Naan,92.82,43.41,8.69,Paratha,94.63,64.86,9.76,Gulab Jamun,401,0.36,2,Medium,Low,Dal Tadka,Lunch,141,0.39,134.8,103.19,48.85,0.04,373,5g/3g,Medium,Medium,2251,Low,Large intake today,9.38,Rajma: 14.71 kg; Paneer Butter Masala: 13.82 kg; Naan: 43.41 kg; Gulab Jamun: Gulab Jamun kg
2009-06-07,Saturday,Rainy,Pav Bhaji,47.69,30.57,4.71,Paneer Butter Masala,14.51,9.0,2.35,Chole,11.61,22.29,0.16,Rice,87.15,86.21,5.51,Naan,65.66,72.18,9.91,Kheer,139,0.44,3,Low,Low,Chole,Dinner,130,0.43,109.98,147.45,103.73,7.68,336,9g/12g,High,High,1802,High,Large intake today,15.36,Paneer Butter Masala: 9.0 kg; Chole: 22.29 kg; Rice: 86.21 kg; Kheer: Kheer kg
1992-09-15,Thursday,Rainy,Idli,15.9,14.46,3.71,Methi Thepla,15.1,24.85,1.23,Pulao,14.51,17.27,0.24,Roti,63.36,45.47,5.57,Naan,59.73,69.7,8.42,Jalebi,430,0.43,2,Low,Medium,Dal Tadka,Lunch,462,0.31,144.34,138.63,95.49,3.99,216,5g/2g,Low,Low,2369,Low,Large intake today,14.01,Methi Thepla: 24.85 kg; Pulao: 17.27 kg; Roti: 45.47 kg; Jalebi: Jalebi kg
1999-12-12,Saturday,Cloudy,Puri Bhaji,36.8,31.96,4.71,Palak Paneer,15.54,23.58,4.71,Gobi Manchurian,11.29,10.19,3.8,Roti,87.92,89.21,2.4,Rice,51.95,60.59,7.09,Gulab Jamun,187,0.24,3,Low,High,Chole,Breakfast,314,0.47,101.98,127.57,94.66,0.98,164,5g/6g,High,Low,1115,Medium,Large intake today,14.09,Palak Paneer: 23.58 kg; Gobi Manchurian: 10.19 kg; Roti: 89.21 kg; Gulab Jamun: Gulab Jamun kg
1981-11-27,Friday,Cloudy,Idli,28.23,23.38,0.87,Butter Chicken,27.21,16.05,0.27,Kadhi Pakora,16.43,22.84,2.48,Rice,77.6,83.31,5.14,Paratha,88.7,86.3,6.4,Gulab Jamun,192,0.23,5,Low,High,Palak Paneer,Breakfast,294,0.47,124.94,135.33,134.64,5.51,492,12g/15g,Low,Medium,1687,Low,Perfect meal balance,24.02,Butter Chicken: 16.05 kg; Kadhi Pakora: 22.84 kg; Rice: 83.31 kg; Gulab Jamun: Gulab Jamun kg
1994-02-22,Monday,Rainy,Poha,28.63,18.5,4.02,Rajma,29.47,19.97,0.49,Kadhi Pakora,27.85,18.89,1.12,Roti,66.4,64.84,0.45,Rice,97.25,60.68,2.87,Halwa,175,0.31,4,Medium,High,Bhindi Fry,Breakfast,322,0.29,107.9,103.9,135.6,4.35,168,9g/9g,Low,High,1469,Medium,Large intake today,16.16,Rajma: 19.97 kg; Kadhi Pakora: 18.89 kg; Roti: 64.84 kg; Halwa: Halwa kg
2006-06-02,Friday,Rainy,Upma,10.32,13.01,3.77,Dal Tadka,10.48,12.02,4.63,Chana Masala,28.52,20.21,4.53,Paratha,96.19,50.57,3.78,Roti,90.91,75.27,7.96,Gulab Jamun,462,0.35,3,Low,High,Malai Kofta,Dinner,376,0.3,83.3,128.62,90.05,7.37,328,15g/3g,High,Medium,2378,Low,Perfect meal balance,7.13,Dal Tadka: 12.02 kg; Chana Masala: 20.21 kg; Paratha: 50.57 kg; Gulab Jamun: Gulab Jamun kg
1998-01-05,Monday,Rainy,Upma,17.84,38.19,3.7,Chole,29.56,19.26,4.69,Dum Aloo,26.24,18.31,3.31,Paratha,92.38,88.84,0.49,Roti,91.78,71.55,3.25,Halwa,343,0.31,1,Low,Medium,Pulao,Dinner,182,0.48,143.09,120.79,107.51,1.74,397,8g/4g,High,Low,2126,Low,Less intake today,17.18,Chole: 19.26 kg; Dum Aloo: 18.31 kg; Paratha: 88.84 kg; Halwa: Halwa kg
2009-05-27,Thursday,Rainy,Dosa,35.66,20.27,4.65,Bhindi Fry,28.78,22.79,3.28,Chole,14.39,13.1,1.28,Naan,87.47,57.32,1.14,Roti,91.93,53.22,3.18,Kheer,161,0.25,4,Medium,Low,Chole,Lunch,246,0.32,102.28,68.34,64.9,3.75,380,20g/7g,Low,Low,2897,Medium,Less intake today,12.83,Bhindi Fry: 22.79 kg; Chole: 13.1 kg; Naan: 57.32 kg; Kheer: Kheer kg
1987-04-27,Monday,Sunny,Upma,19.13,43.78,2.36,Dal Tadka,18.64,17.98,2.22,Dum Aloo,11.38,12.55,0.23,Paratha,53.45,48.43,7.69,Roti,75.15,43.03,1.46,Kheer,453,0.49,4,Low,Low,Gobi Manchurian,Breakfast,375,0.21,140.27,97.35,46.19,8.9,139,11g/13g,High,Low,2050,Low,Less intake today,16.36,Dal Tadka: 17.98 kg; Dum Aloo: 12.55 kg; Paratha: 48.43 kg; Kheer: Kheer kg
2003-06-13,Friday,Rainy,Poha,16.46,41.92,3.33,Rajma,14.74,17.16,3.01,Dum Aloo,23.52,14.1,4.6,Roti,50.0,45.62,1.16,Naan,76.19,60.69,0.98,Gulab Jamun,211,0.5,2,Medium,High,Kadai Paneer,Breakfast,250,0.27,140.9,90.16,80.5,7.65,494,10g/7g,Medium,High,1867,Low,Perfect meal balance,13.69,Rajma: 17.16 kg; Dum Aloo: 14.1 kg; Roti: 45.62 kg; Gulab Jamun: Gulab Jamun kg
1985-09-17,Monday,Sunny,Puri Bhaji,41.76,29.22,3.76,Aloo Gobi,25.41,16.11,4.58,Baingan Bharta,18.87,23.85,2.36,Rice,65.51,43.57,0.43,Roti,71.39,83.1,1.76,Jalebi,447,0.27,1,High,Low,Butter Chicken,Dinner,366,0.38,61.65,80.16,54.47,4.75,332,19g/8g,Low,High,2215,High,Large intake today,21.53,Aloo Gobi: 16.11 kg; Baingan Bharta: 23.85 kg; Rice: 43.57 kg; Jalebi: Jalebi kg
1986-06-01,Saturday,Sunny,Puri Bhaji,38.41,44.86,4.3,Pav Bhaji,16.42,19.91,2.07,Baingan Bharta,12.28,12.44,0.38,Roti,71.17,64.69,5.22,Paratha,64.86,55.78,8.97,Kheer,122,0.33,3,Medium,Medium,Aloo Gobi,Lunch,450,0.5,59.27,85.16,115.12,0.92,379,6g/10g,High,High,2581,Low,Large intake today,14.32,Pav Bhaji: 19.91 kg; Baingan Bharta: 12.44 kg; Roti: 64.69 kg; Kheer: Kheer kg
2018-07-18,Monday,Cloudy,Poha,15.88,35.08,2.04,Pav Bhaji,10.56,9.93,2.18,Chana Masala,20.2,10.22,0.59,Naan,99.3,79.77,1.22,Roti,91.88,69.12,6.87,Gulab Jamun,254,0.28,2,High,High,Dal Tadka,Dinner,223,0.33,118.04,111.42,49.1,3.92,309,9g/9g,Low,High,2461,Low,Less intake today,8.51,Pav Bhaji: 9.93 kg; Chana Masala: 10.22 kg; Naan: 79.77 kg; Gulab Jamun: Gulab Jamun kg
2023-10-15,Wednesday,Rainy,Upma,10.68,10.27,3.67,Paneer Butter Masala,18.59,8.07,3.08,Kadhi Pakora,21.14,18.33,0.01,Paratha,61.07,72.86,8.32,Roti,62.51,70.04,8.57,Jalebi,114,0.36,1,High,High,Aloo Paratha,Breakfast,443,0.31,62.16,116.46,48.78,2.58,460,16g/8g,Medium,Low,1162,High,Perfect meal balance,20.36,Paneer Butter Masala: 8.07 kg; Kadhi Pakora: 18.33 kg; Paratha: 72.86 kg; Jalebi: Jalebi kg
1992-01-18,Saturday,Rainy,Upma,35.24,43.1,2.03,Rajma,22.31,19.52,4.35,Dal Tadka,12.64,15.52,4.71,Roti,96.87,51.49,5.06,Rice,77.04,84.4,2.48,Kheer,428,0.21,4,Medium,High,Kadhi Pakora,Dinner,385,0.27,111.02,93.06,124.23,0.2,496,13g/3g,Low,Medium,2327,High,Large intake today,9.81,Rajma: 19.52 kg; Dal Tadka: 15.52 kg; Roti: 51.49 kg; Kheer: Kheer kg
2010-11-08,Sunday,Sunny,Idli,27.14,43.54,1.63,Chole,23.24,24.14,2.69,Paneer Butter Masala,19.93,8.39,2.08,Paratha,71.1,50.77,1.89,Naan,85.02,40.93,8.02,Kheer,131,0.46,1,Low,Medium,Dal Tadka,Breakfast,300,0.47,58.22,50.38,46.66,8.25,125,20g/11g,Low,High,2559,High,Less intake today,22.63,Chole: 24.14 kg; Paneer Butter Masala: 8.39 kg; Paratha: 50.77 kg; Kheer: Kheer kg
2003-11-25,Wednesday,Rainy,Puri Bhaji,25.44,34.69,4.57,Aloo Paratha,28.26,11.7,4.81,Bhindi Fry,23.71,19.79,3.51,Naan,56.58,65.6,3.14,Rice,73.69,68.64,0.83,Jalebi,443,0.25,5,Medium,Medium,Pav Bhaji,Dinner,349,0.4,134.8,89.75,112.67,8.43,486,10g/2g,Medium,Low,2081,High,Perfect meal balance,6.31,Aloo Paratha: 11.7 kg; Bhindi Fry: 19.79 kg; Naan: 65.6 kg; Jalebi: Jalebi kg
1985-10-23,Saturday,Sunny,Upma,42.09,11.24,3.6,Methi Thepla,21.22,9.9,1.44,Aloo Gobi,25.43,8.73,4.03,Naan,68.79,76.03,9.54,Roti,72.82,76.69,1.63,Halwa,108,0.38,3,Low,Medium,Aloo Gobi,Dinner,482,0.48,126.49,82.59,127.08,9.64,493,20g/12g,Medium,Low,1088,Low,Less intake today,9.3,Methi Thepla: 9.9 kg; Aloo Gobi: 8.73 kg; Naan: 76.03 kg; Halwa: Halwa kg
2010-01-02,Tuesday,Sunny,Puri Bhaji,25.7,38.36,4.26,Rajma,29.22,9.7,1.84,Kadhi Pakora,19.88,14.52,3.08,Naan,89.85,85.59,0.46,Rice,61.57,68.99,4.95,Kheer,213,0.47,1,Medium,Medium,Pulao,Lunch,379,0.26,137.88,109.61,42.13,6.56,438,9g/11g,High,Low,2056,High,Perfect meal balance,7.44,Rajma: 9.7 kg; Kadhi Pakora: 14.52 kg; Naan: 85.59 kg; Kheer: Kheer kg
2022-08-16,Sunday,Sunny,Upma,27.59,44.69,0.91,Bhindi Fry,19.96,10.45,0.43,Chole,25.42,13.29,4.43,Paratha,57.24,59.74,0.62,Rice,85.77,63.94,8.82,Gulab Jamun,259,0.35,2,High,Medium,Kadhi Pakora,Lunch,418,0.47,114.94,117.95,120.62,6.41,461,14g/13g,High,Low,1092,Medium,Perfect meal balance,22.56,Bhindi Fry: 10.45 kg; Chole: 13.29 kg; Paratha: 59.74 kg; Gulab Jamun: Gulab Jamun kg
2005-02-19,Thursday,Sunny,Pav Bhaji,37.43,44.79,3.57,Bhindi Fry,28.6,21.17,4.36,Kadhi Pakora,26.08,23.34,1.77,Rice,92.65,57.61,5.77,Paratha,70.19,75.71,1.62,Halwa,392,0.41,1,Low,Low,Puri Bhaji,Breakfast,354,0.33,132.19,112.84,65.96,6.79,425,7g/6g,Low,High,2535,High,Perfect meal balance,9.56,Bhindi Fry: 21.17 kg; Kadhi Pakora: 23.34 kg; Rice: 57.61 kg; Halwa: Halwa kg
1994-11-06,Friday,Cloudy,Dosa,42.87,21.93,2.9,Aloo Paratha,29.33,11.53,3.43,Dum Aloo,19.61,18.53,1.33,Rice,72.5,82.91,7.94,Paratha,71.15,50.82,1.37,Jalebi,417,0.42,3,High,High,Rajma,Breakfast,327,0.47,88.01,146.77,67.25,2.16,118,17g/11g,Low,High,1401,Low,Perfect meal balance,23.11,Aloo Paratha: 11.53 kg; Dum Aloo: 18.53 kg; Rice: 82.91 kg; Jalebi: Jalebi kg
2015-09-11,Tuesday,Rainy,Idli,22.22,36.41,1.72,Paneer Butter Masala,17.71,9.8,3.26,Pulao,27.94,17.39,1.64,Paratha,82.43,40.39,0.94,Naan,72.01,82.97,2.92,Halwa,491,0.46,1,High,Low,Puri Bhaji,Breakfast,279,0.4,123.73,130.99,85.24,1.67,412,20g/7g,Medium,High,1647,Low,Large intake today,7.77,Paneer Butter Masala: 9.8 kg; Pulao: 17.39 kg; Paratha: 40.39 kg; Halwa: Halwa kg
1972-07-17,Monday,Cloudy,Poha,20.79,25.54,2.18,Methi Thepla,20.02,20.23,2.0,Bhindi Fry,13.8,17.56,1.7,Roti,70.99,58.7,5.94,Rice,98.71,69.0,6.36,Jalebi,350,0.27,1,Low,Low,Aloo Gobi,Lunch,264,0.38,102.83,86.94,61.65,7.82,162,12g/12g,High,Low,1683,Medium,Less intake today,7.69,Methi Thepla: 20.23 kg; Bhindi Fry: 17.56 kg; Roti: 58.7 kg; Jalebi: Jalebi kg
1979-01-01,Wednesday,Rainy,Poha,25.59,13.11,2.53,Palak Paneer,17.92,22.22,1.2,Chana Masala,20.45,11.47,4.57,Roti,88.58,53.76,4.28,Naan,73.21,54.16,4.63,Kheer,378,0.42,3,High,Medium,Idli,Dinner,482,0.36,142.19,97.9,74.67,8.91,214,9g/15g,Medium,Low,1913,Low,Less intake today,7.98,Palak Paneer: 22.22 kg; Chana Masala: 11.47 kg; Roti: 53.76 kg; Kheer: Kheer kg
2004-06-02,Thursday,Sunny,Idli,15.21,25.39,0.66,Butter Chicken,11.92,23.09,4.8,Aloo Gobi,19.15,14.58,2.03,Naan,62.24,76.61,1.22,Paratha,81.86,65.8,5.43,Halwa,145,0.3,5,Low,Low,Kadhi Pakora,Lunch,390,0.33,127.83,108.02,87.28,8.27,141,8g/2g,Medium,Medium,1376,Medium,Large intake today,24.11,Butter Chicken: 23.09 kg; Aloo Gobi: 14.58 kg; Naan: 76.61 kg; Halwa: Halwa kg
2010-03-19,Saturday,Rainy,Dosa,32.86,12.05,2.79,Butter Chicken,26.72,10.55,1.25,Dum Aloo,29.81,17.9,4.48,Roti,99.22,59.66,0.17,Naan,97.44,73.53,0.01,Kheer,289,0.29,4,High,Medium,Paneer Butter Masala,Lunch,263,0.39,53.24,98.05,61.23,1.57,154,20g/14g,Low,Low,2838,High,Perfect meal balance,9.91,Butter Chicken: 10.55 kg; Dum Aloo: 17.9 kg; Roti: 59.66 kg; Kheer: Kheer kg
2023-11-27,Friday,Rainy,Upma,31.28,19.92,2.49,Aloo Gobi,12.12,13.43,1.44,Chana Masala,24.6,8.65,2.06,Naan,58.06,68.32,2.78,Paratha,82.77,47.16,6.07,Kheer,374,0.39,1,Low,High,Rajma,Dinner,149,0.25,137.06,116.51,129.08,3.87,261,11g/12g,High,Medium,2887,Low,Large intake today,21.14,Aloo Gobi: 13.43 kg; Chana Masala: 8.65 kg; Naan: 68.32 kg; Kheer: Kheer kg
1992-10-07,Friday,Cloudy,Poha,48.71,44.54,2.14,Aloo Paratha,14.43,12.23,1.45,Chana Masala,14.9,12.46,1.91,Paratha,56.09,43.99,9.38,Roti,87.88,86.12,2.6,Kheer,202,0.34,3,Low,Medium,Bhindi Fry,Breakfast,176,0.33,144.24,62.77,75.1,3.97,438,20g/8g,Low,High,1632,Medium,Large intake today,13.05,Aloo Paratha: 12.23 kg; Chana Masala: 12.46 kg; Paratha: 43.99 kg; Kheer: Kheer kg
2010-03-19,Monday,Rainy,Puri Bhaji,47.91,18.68,0.64,Palak Paneer,10.63,8.91,3.47,Paneer Butter Masala,23.25,10.19,0.23,Rice,61.44,74.62,4.74,Roti,63.54,57.87,6.88,Kheer,207,0.42,1,Medium,High,Baingan Bharta,Dinner,176,0.33,105.32,137.07,53.34,1.92,486,6g/13g,Medium,Medium,2490,Medium,Less intake today,17.33,Palak Paneer: 8.91 kg; Paneer Butter Masala: 10.19 kg; Rice: 74.62 kg; Kheer: Kheer kg
