Date,Weekday/Weekend,Holiday Flag,Meal Time,Meal Type,Expected Diners,Actual Diners,Food Prepared (kg),Food Consumed (kg),Portion Size (g),Meal Variability Score,Cost per Meal (INR),Total Meal Cost (INR),Food Waste (kg),Special Event,Satisfaction Score,Waste Feedback,Surplus Food (kg),Food Distributed (kg),Weather,Diner Age Group,Vegetarian Meal Ratio,Leftovers Feedback,Hygiene Rating,Previous Day Leftover Used,Diner Feedback,Feedback Sentiment,Food Shortage Flag,Leftover Repurposed Flag,Suggestions
2024-04-19,Weekday,Yes,Breakfast,Regular,138,155,45.78,33.1,284,3,14.85,2301.75,12.68,Sports Day,4,Moderate Waste,3.45,2.81,Rainy,Elderly,0.53,Average,7,Yes,Average experience,Neutral,Yes,No,Increase portions slightly for high energy consumption.
2024-09-01,Weekend,Yes,Lunch,Special,273,263,45.33,29.21,320,3,38.4,10099.2,16.12,Holiday,2,Moderate Waste,2.27,0.32,Windy,Adults,0.74,Good,7,No,Good food,Positive,No,No,Consider changing the menu or improving food quality.
2024-03-29,Weekday,Yes,Lunch,Dietary,148,149,33.3,29.09,203,1,19.07,2841.43,4.21,Sports Day,2,High Waste,1.21,1.17,Cloudy,Elderly,0.57,Poor,8,No,Needs improvement,Neutral,Yes,Yes,Reduce portion size by 10-20% for the next meal.
2024-06-16,Weekend,No,Breakfast,Dietary,188,194,45.17,32.56,219,4,48.74,9455.56,12.61,No Event,3,Minimal Waste,1.95,0.6,Cloudy,Adults,0.61,Good,7,Yes,Average experience,Neutral,Yes,Yes,Portion sizes seem optimal; continue as is.
2024-08-11,Weekend,Yes,Dinner,Dietary,223,198,60.38,44.4,249,4,38.0,7524.0,15.98,Staff Meeting,5,High Waste,1.02,0.95,Rainy,Elderly,0.41,Poor,9,No,Average experience,Neutral,No,Yes,Reduce portion size by 10-20% for the next meal.
2024-02-10,Weekend,Yes,Breakfast,Special,210,180,51.62,35.23,287,5,23.0,4140.0,16.39,No Event,5,Moderate Waste,1.26,1.23,Rainy,Elderly,0.79,Poor,9,No,Good food,Positive,No,Yes,Consider offering warm food options.
2024-08-31,Weekend,Yes,Dinner,Dietary,177,195,44.39,28.69,252,1,27.22,5307.9,15.7,Holiday,5,Moderate Waste,0.56,0.2,Rainy,Youth,0.33,Good,7,No,Needs improvement,Neutral,Yes,Yes,Consider offering warm food options.
2024-04-01,Weekday,No,Breakfast,Special,258,229,50.76,49.03,277,1,33.6,7694.4,1.73,Sports Day,5,Minimal Waste,1.12,0.55,Rainy,Adults,0.38,Average,10,Yes,Good food,Positive,No,No,Increase portions slightly for high energy consumption.
2024-04-22,Weekday,No,Dinner,Regular,135,119,63.98,55.17,237,3,45.55,5420.45,8.81,Staff Meeting,1,Moderate Waste,4.97,1.93,Cloudy,Adults,0.48,Good,9,Yes,Average experience,Neutral,No,Yes,Consider changing the menu or improving food quality.
2024-09-25,Weekday,No,Dinner,Special,134,105,67.01,45.1,240,3,41.9,4399.5,21.91,Holiday,4,Moderate Waste,1.56,0.2,Windy,Adults,0.29,Good,7,Yes,Tasty but less,Positive,No,No,Portion sizes seem optimal; continue as is.
2024-05-31,Weekday,Yes,Lunch,Special,282,260,41.87,36.87,234,4,42.97,11172.2,5.0,Sports Day,4,Moderate Waste,0.65,0.48,Sunny,Elderly,0.54,Good,9,Yes,Tasty but less,Positive,No,Yes,Increase portions slightly for high energy consumption.
2024-01-08,Weekday,No,Dinner,Regular,211,211,56.09,49.62,330,3,41.03,8657.33,6.47,Sports Day,1,Minimal Waste,3.68,0.32,Sunny,Adults,0.33,Good,7,Yes,Good food,Positive,No,Yes,Consider changing the menu or improving food quality.
2024-10-05,Weekend,No,Lunch,Dietary,215,194,66.19,29.54,306,5,14.91,2892.54,36.65,Holiday,4,Moderate Waste,1.7,0.33,Rainy,Elderly,0.29,Good,8,Yes,Good food,Positive,No,Yes,Consider offering warm food options.
2024-09-30,Weekday,No,Lunch,Regular,172,155,38.96,29.07,328,2,28.74,4454.7,9.89,Holiday,4,High Waste,4.91,3.53,Rainy,Youth,0.61,Good,9,Yes,Good food,Positive,No,Yes,Reduce portion size by 10-20% for the next meal.
2024-08-17,Weekend,No,Lunch,Special,193,207,41.46,28.34,267,5,38.33,7934.31,13.12,No Event,5,Moderate Waste,4.02,2.1,Windy,Youth,0.41,Good,9,No,Tasty but less,Positive,Yes,Yes,Portion sizes seem optimal; continue as is.
2024-10-29,Weekday,Yes,Lunch,Special,174,157,53.99,27.9,293,2,27.98,4392.86,26.09,Sports Day,4,Moderate Waste,0.34,0.31,Cloudy,Adults,0.67,Good,9,No,Good food,Positive,No,No,Increase portions slightly for high energy consumption.
2024-10-03,Weekday,Yes,Dinner,Dietary,189,181,64.01,61.47,310,5,19.99,3618.19,2.54,Sports Day,4,Moderate Waste,4.67,1.57,Rainy,Adults,0.49,Poor,7,Yes,Needs improvement,Neutral,No,No,Increase portions slightly for high energy consumption.
2024-01-15,Weekday,No,Dinner,Dietary,218,234,62.46,37.84,266,1,21.19,4958.46,24.62,Sports Day,5,Moderate Waste,0.4,0.3,Sunny,Elderly,0.55,Poor,8,Yes,Average experience,Neutral,Yes,Yes,Increase portions slightly for high energy consumption.
2024-10-26,Weekend,No,Breakfast,Special,166,148,58.14,30.51,267,2,49.13,7271.24,27.63,Sports Day,3,High Waste,4.65,3.46,Windy,Youth,0.7,Average,10,Yes,Needs improvement,Neutral,No,Yes,Reduce portion size by 10-20% for the next meal.
2024-09-29,Weekend,Yes,Lunch,Regular,147,155,49.61,49.59,211,3,48.32,7489.6,0.02,Holiday,4,Moderate Waste,1.49,1.35,Rainy,Adults,0.76,Average,10,No,Tasty but less,Positive,Yes,No,Consider offering warm food options.
2024-04-22,Weekday,No,Lunch,Regular,128,118,49.18,41.69,271,1,11.12,1312.16,7.49,Staff Meeting,4,Moderate Waste,3.97,3.29,Sunny,Youth,0.55,Poor,7,Yes,Good food,Positive,No,No,Portion sizes seem optimal; continue as is.
2024-04-17,Weekday,No,Dinner,Regular,101,79,37.03,30.19,315,4,19.96,1576.84,6.84,Holiday,4,Minimal Waste,3.11,1.51,Cloudy,Youth,0.8,Average,9,Yes,Average experience,Neutral,No,Yes,Portion sizes seem optimal; continue as is.
2024-05-06,Weekday,Yes,Lunch,Special,173,193,45.36,41.56,209,4,16.37,3159.41,3.8,No Event,2,High Waste,4.27,3.47,Cloudy,Adults,0.24,Poor,10,Yes,Needs improvement,Neutral,Yes,No,Reduce portion size by 10-20% for the next meal.
2024-01-10,Weekday,No,Breakfast,Regular,171,174,49.72,34.29,261,2,18.13,3154.62,15.43,Sports Day,3,Minimal Waste,0.9,0.18,Rainy,Adults,0.59,Good,10,Yes,Needs improvement,Neutral,Yes,No,Increase portions slightly for high energy consumption.
2024-11-02,Weekend,Yes,Lunch,Dietary,237,251,36.96,29.22,343,5,42.2,10592.2,7.74,Holiday,3,Moderate Waste,1.68,1.06,Cloudy,Elderly,0.4,Good,8,No,Tasty but less,Positive,Yes,No,Portion sizes seem optimal; continue as is.
2024-08-01,Weekday,Yes,Breakfast,Regular,154,133,31.49,26.69,260,3,26.47,3520.51,4.8,Holiday,3,Minimal Waste,0.7,0.63,Windy,Elderly,0.65,Average,7,No,Average experience,Neutral,No,No,Portion sizes seem optimal; continue as is.
2024-10-09,Weekday,No,Lunch,Special,241,242,30.61,28.26,265,1,43.1,10430.2,2.35,Staff Meeting,4,Minimal Waste,4.98,0.5,Sunny,Adults,0.61,Good,7,Yes,Tasty but less,Positive,Yes,No,Portion sizes seem optimal; continue as is.
2024-02-24,Weekend,No,Lunch,Special,156,155,45.43,45.36,251,5,45.22,7009.1,0.07,Sports Day,3,Moderate Waste,1.85,1.04,Cloudy,Adults,0.28,Average,9,Yes,Tasty but less,Positive,No,No,Increase portions slightly for high energy consumption.
2024-10-23,Weekday,Yes,Dinner,Regular,124,123,64.2,60.81,200,4,33.02,4061.46,3.39,No Event,5,Minimal Waste,2.58,1.91,Rainy,Youth,0.6,Poor,10,Yes,Average experience,Neutral,No,Yes,Consider offering warm food options.
2024-08-25,Weekend,No,Dinner,Dietary,230,207,64.71,37.0,345,1,26.01,5384.07,27.71,Holiday,2,Moderate Waste,2.45,2.33,Cloudy,Youth,0.44,Average,8,Yes,Good food,Positive,No,Yes,Consider changing the menu or improving food quality.
2024-10-21,Weekday,Yes,Dinner,Regular,127,124,48.78,47.09,332,2,21.01,2605.24,1.69,Sports Day,2,High Waste,2.34,0.29,Cloudy,Youth,0.52,Average,8,Yes,Good food,Positive,No,Yes,Reduce portion size by 10-20% for the next meal.
2024-02-22,Weekday,Yes,Lunch,Regular,130,140,55.75,27.75,313,1,13.52,1892.8,28.0,Staff Meeting,3,High Waste,2.76,1.0,Windy,Adults,0.2,Good,7,No,Average experience,Neutral,Yes,Yes,Reduce portion size by 10-20% for the next meal.
2024-09-29,Weekend,Yes,Lunch,Dietary,130,141,43.59,36.49,222,3,49.74,7013.34,7.1,Staff Meeting,2,High Waste,1.16,0.19,Rainy,Adults,0.46,Good,10,No,Average experience,Neutral,Yes,Yes,Reduce portion size by 10-20% for the next meal.
2024-07-29,Weekday,No,Lunch,Special,247,239,69.85,56.7,201,5,40.71,9729.69,13.15,Staff Meeting,3,Moderate Waste,1.27,1.03,Cloudy,Adults,0.73,Poor,10,Yes,Good food,Positive,No,Yes,Portion sizes seem optimal; continue as is.
2024-06-09,Weekend,Yes,Lunch,Special,156,160,51.84,45.5,215,4,32.55,5208.0,6.34,No Event,5,High Waste,0.16,0.14,Windy,Adults,0.71,Poor,10,Yes,Needs improvement,Neutral,Yes,No,Reduce portion size by 10-20% for the next meal.
2024-04-12,Weekday,Yes,Dinner,Special,207,227,69.67,59.46,203,5,28.08,6374.16,10.21,Staff Meeting,5,Minimal Waste,0.41,0.12,Cloudy,Adults,0.62,Average,8,Yes,Tasty but less,Positive,Yes,Yes,Portion sizes seem optimal; continue as is.
2024-09-02,Weekday,Yes,Dinner,Regular,181,176,42.78,42.23,311,4,35.52,6251.52,0.55,Holiday,1,Moderate Waste,1.29,1.26,Cloudy,Elderly,0.27,Poor,9,Yes,Tasty but less,Positive,No,Yes,Consider changing the menu or improving food quality.
2024-09-18,Weekday,No,Breakfast,Special,230,232,32.82,27.51,313,3,26.52,6152.64,5.31,Sports Day,2,High Waste,0.24,0.2,Rainy,Elderly,0.53,Good,10,Yes,Average experience,Neutral,Yes,Yes,Reduce portion size by 10-20% for the next meal.
2024-08-02,Weekday,No,Breakfast,Dietary,242,215,58.69,50.6,301,1,29.06,6247.9,8.09,Sports Day,2,High Waste,1.12,0.97,Sunny,Adults,0.43,Poor,8,Yes,Needs improvement,Neutral,No,No,Reduce portion size by 10-20% for the next meal.
2024-08-07,Weekday,No,Breakfast,Regular,165,138,40.69,33.06,237,2,48.01,6625.38,7.63,Staff Meeting,5,High Waste,4.44,0.45,Windy,Elderly,0.5,Average,8,No,Good food,Positive,No,No,Reduce portion size by 10-20% for the next meal.
2024-07-24,Weekday,No,Dinner,Special,277,295,48.56,30.46,298,3,31.2,9204.0,18.1,Sports Day,5,Moderate Waste,2.23,1.6,Cloudy,Elderly,0.67,Poor,10,No,Good food,Positive,Yes,No,Increase portions slightly for high energy consumption.
2024-10-17,Weekday,Yes,Lunch,Dietary,181,176,47.76,39.56,329,4,34.81,6126.56,8.2,Holiday,3,Moderate Waste,0.16,0.12,Rainy,Adults,0.38,Average,7,Yes,Tasty but less,Positive,No,No,Consider offering warm food options.
2024-01-22,Weekday,Yes,Breakfast,Regular,204,214,62.25,50.17,280,2,28.53,6105.42,12.08,No Event,2,High Waste,2.18,0.17,Windy,Adults,0.57,Average,8,No,Needs improvement,Neutral,Yes,No,Reduce portion size by 10-20% for the next meal.
2024-08-02,Weekday,No,Breakfast,Regular,137,144,55.32,35.03,297,2,31.09,4476.96,20.29,Holiday,1,Moderate Waste,3.86,1.03,Cloudy,Youth,0.42,Average,9,No,Average experience,Neutral,Yes,Yes,Consider changing the menu or improving food quality.
2024-01-25,Weekday,No,Lunch,Dietary,247,248,60.95,33.27,230,1,34.96,8670.08,27.68,Holiday,3,Minimal Waste,4.51,1.2,Sunny,Youth,0.31,Good,7,No,Tasty but less,Positive,Yes,Yes,Portion sizes seem optimal; continue as is.
2024-07-18,Weekday,Yes,Dinner,Dietary,121,122,67.17,48.73,339,3,22.69,2768.18,18.44,No Event,1,Minimal Waste,2.78,2.1,Rainy,Elderly,0.65,Good,8,No,Needs improvement,Neutral,Yes,No,Consider changing the menu or improving food quality.
2024-03-16,Weekend,Yes,Dinner,Regular,199,175,32.6,31.18,235,3,19.94,3489.5,1.42,Sports Day,3,Moderate Waste,0.3,0.21,Rainy,Adults,0.44,Good,10,No,Average experience,Neutral,No,No,Increase portions slightly for high energy consumption.
2024-04-03,Weekday,No,Breakfast,Special,272,246,35.17,35.04,212,2,24.83,6108.18,0.13,Holiday,2,Minimal Waste,3.2,0.58,Sunny,Adults,0.58,Good,9,No,Needs improvement,Neutral,No,Yes,Consider changing the menu or improving food quality.
2024-05-08,Weekday,Yes,Breakfast,Regular,100,97,34.73,31.13,316,3,16.35,1585.95,3.6,Holiday,3,Moderate Waste,4.46,2.27,Sunny,Youth,0.74,Poor,7,Yes,Needs improvement,Neutral,No,Yes,Portion sizes seem optimal; continue as is.
2024-02-14,Weekday,No,Breakfast,Dietary,139,112,61.28,46.18,323,4,20.09,2250.08,15.1,Sports Day,5,Minimal Waste,0.11,0.11,Rainy,Adults,0.71,Good,8,No,Tasty but less,Positive,No,No,Increase portions slightly for high energy consumption.
2024-05-25,Weekend,Yes,Lunch,Dietary,135,148,58.54,37.5,203,3,18.57,2748.36,21.04,Staff Meeting,1,Moderate Waste,4.07,0.34,Rainy,Adults,0.72,Good,7,No,Tasty but less,Positive,Yes,No,Consider changing the menu or improving food quality.
2024-09-10,Weekday,Yes,Dinner,Regular,193,192,32.46,27.8,290,5,13.16,2526.72,4.66,Sports Day,4,Minimal Waste,1.67,1.3,Rainy,Elderly,0.63,Good,9,No,Good food,Positive,No,No,Increase portions slightly for high energy consumption.
2024-09-02,Weekday,No,Dinner,Special,168,163,37.62,32.45,309,1,38.26,6236.38,5.17,Sports Day,1,Moderate Waste,1.8,0.31,Windy,Adults,0.26,Good,10,No,Good food,Positive,No,No,Consider changing the menu or improving food quality.
2024-09-29,Weekend,No,Dinner,Regular,171,174,41.7,39.91,238,1,15.43,2684.82,1.79,Sports Day,3,Moderate Waste,4.14,3.74,Cloudy,Youth,0.48,Average,8,Yes,Good food,Positive,Yes,Yes,Increase portions slightly for high energy consumption.
2024-10-23,Weekday,No,Lunch,Regular,177,151,52.0,46.36,331,1,49.58,7486.58,5.64,Sports Day,2,Moderate Waste,4.01,2.17,Sunny,Youth,0.62,Poor,9,No,Tasty but less,Positive,No,No,Consider changing the menu or improving food quality.
2024-10-11,Weekday,No,Dinner,Regular,239,219,51.69,49.2,218,3,39.36,8619.84,2.49,Staff Meeting,5,Minimal Waste,1.51,1.47,Rainy,Elderly,0.53,Poor,7,No,Tasty but less,Positive,No,No,Consider offering warm food options.
2024-05-04,Weekend,No,Lunch,Special,132,148,60.33,45.27,251,1,10.77,1593.96,15.06,Sports Day,2,Moderate Waste,0.94,0.59,Sunny,Elderly,0.75,Average,9,Yes,Average experience,Neutral,Yes,No,Consider changing the menu or improving food quality.
2024-09-13,Weekday,No,Lunch,Special,179,179,40.18,37.4,224,3,33.1,5924.9,2.78,No Event,1,Minimal Waste,2.53,1.17,Sunny,Adults,0.41,Good,10,No,Average experience,Neutral,No,No,Consider changing the menu or improving food quality.
2024-07-10,Weekday,Yes,Breakfast,Regular,230,223,50.77,44.78,263,5,14.51,3235.73,5.99,Holiday,5,Moderate Waste,2.13,1.06,Cloudy,Youth,0.3,Poor,7,Yes,Average experience,Neutral,No,No,Portion sizes seem optimal; continue as is.
2024-03-15,Weekday,No,Dinner,Regular,100,105,40.4,34.37,241,1,20.19,2119.95,6.03,Staff Meeting,5,Moderate Waste,1.81,1.14,Sunny,Youth,0.68,Good,10,Yes,Tasty but less,Positive,Yes,No,Portion sizes seem optimal; continue as is.
2024-09-28,Weekend,Yes,Breakfast,Special,186,205,43.05,32.81,298,5,28.89,5922.45,10.24,Sports Day,5,High Waste,3.2,2.34,Windy,Elderly,0.43,Average,7,Yes,Good food,Positive,Yes,Yes,Reduce portion size by 10-20% for the next meal.
2024-10-21,Weekday,Yes,Dinner,Regular,180,165,49.27,47.94,301,5,28.71,4737.15,1.33,Staff Meeting,1,Moderate Waste,0.45,0.42,Windy,Youth,0.5,Good,8,Yes,Needs improvement,Neutral,No,No,Consider changing the menu or improving food quality.
2024-01-02,Weekday,Yes,Lunch,Regular,147,152,60.65,39.96,259,5,38.4,5836.8,20.69,Sports Day,4,Moderate Waste,1.43,0.19,Windy,Adults,0.56,Poor,10,Yes,Tasty but less,Positive,Yes,Yes,Increase portions slightly for high energy consumption.
2024-06-10,Weekday,Yes,Breakfast,Regular,109,88,56.89,45.36,323,2,41.14,3620.32,11.53,Holiday,2,High Waste,4.79,1.86,Sunny,Youth,0.39,Average,10,No,Needs improvement,Neutral,No,No,Reduce portion size by 10-20% for the next meal.
2024-01-19,Weekday,Yes,Dinner,Dietary,116,94,63.26,35.34,282,1,32.93,3095.42,27.92,Holiday,5,Moderate Waste,4.13,3.52,Sunny,Elderly,0.28,Average,10,No,Good food,Positive,No,Yes,Portion sizes seem optimal; continue as is.
2024-09-05,Weekday,No,Breakfast,Regular,219,232,45.01,36.01,270,2,16.83,3904.56,9.0,Staff Meeting,2,Minimal Waste,0.83,0.19,Windy,Youth,0.23,Poor,9,Yes,Tasty but less,Positive,Yes,No,Consider changing the menu or improving food quality.
2024-01-14,Weekend,No,Breakfast,Special,146,117,55.92,50.9,247,3,38.81,4540.77,5.02,Holiday,3,High Waste,2.78,1.06,Windy,Youth,0.42,Good,10,No,Tasty but less,Positive,No,Yes,Reduce portion size by 10-20% for the next meal.
2024-01-11,Weekday,Yes,Lunch,Dietary,219,239,61.25,26.44,230,1,31.41,7506.99,34.81,No Event,1,Moderate Waste,1.94,0.46,Windy,Elderly,0.8,Good,8,No,Needs improvement,Neutral,Yes,No,Consider changing the menu or improving food quality.
2024-08-14,Weekday,No,Dinner,Regular,230,219,49.11,35.1,334,1,17.84,3906.96,14.01,Sports Day,5,Minimal Waste,4.63,2.16,Sunny,Elderly,0.7,Poor,10,No,Tasty but less,Positive,No,No,Increase portions slightly for high energy consumption.
2024-04-26,Weekday,Yes,Breakfast,Special,241,225,44.02,35.38,321,2,36.69,8255.25,8.64,No Event,5,Minimal Waste,0.17,0.12,Sunny,Adults,0.51,Good,8,No,Good food,Positive,No,No,Portion sizes seem optimal; continue as is.
2024-02-29,Weekday,Yes,Dinner,Regular,153,155,60.39,38.91,342,4,20.62,3196.1,21.48,Sports Day,5,High Waste,4.03,2.79,Sunny,Elderly,0.51,Average,8,Yes,Average experience,Neutral,Yes,No,Reduce portion size by 10-20% for the next meal.
2024-07-13,Weekend,No,Breakfast,Special,168,147,56.52,28.66,321,1,30.31,4455.57,27.86,Sports Day,1,Moderate Waste,4.37,0.49,Sunny,Adults,0.52,Poor,8,Yes,Good food,Positive,No,Yes,Consider changing the menu or improving food quality.
2024-04-10,Weekday,Yes,Lunch,Dietary,137,125,48.63,44.04,332,3,47.78,5972.5,4.59,No Event,3,Minimal Waste,0.63,0.21,Sunny,Youth,0.65,Average,8,No,Average experience,Neutral,No,Yes,Portion sizes seem optimal; continue as is.
2024-07-09,Weekday,Yes,Dinner,Dietary,166,158,51.58,41.54,231,3,11.55,1824.9,10.04,Holiday,5,Minimal Waste,2.36,1.82,Cloudy,Adults,0.71,Average,7,No,Needs improvement,Neutral,No,Yes,Portion sizes seem optimal; continue as is.
2024-04-12,Weekday,No,Lunch,Special,156,137,37.45,36.08,201,4,47.6,6521.2,1.37,Holiday,5,Minimal Waste,2.45,0.8,Windy,Elderly,0.53,Good,8,Yes,Good food,Positive,No,No,Portion sizes seem optimal; continue as is.
2024-02-18,Weekend,Yes,Dinner,Regular,164,173,60.24,54.77,211,2,47.62,8238.26,5.47,No Event,2,Moderate Waste,0.46,0.43,Rainy,Youth,0.32,Average,10,Yes,Average experience,Neutral,Yes,No,Consider changing the menu or improving food quality.
2024-04-20,Weekend,Yes,Breakfast,Regular,194,165,61.79,44.66,229,3,19.08,3148.2,17.13,Holiday,2,High Waste,4.28,0.69,Rainy,Youth,0.33,Good,10,Yes,Tasty but less,Positive,No,Yes,Reduce portion size by 10-20% for the next meal.
2024-04-19,Weekday,No,Breakfast,Regular,216,188,63.39,45.46,323,5,39.36,7399.68,17.93,Sports Day,4,Minimal Waste,2.35,2.03,Cloudy,Youth,0.51,Poor,10,No,Average experience,Neutral,No,Yes,Increase portions slightly for high energy consumption.
2024-04-27,Weekend,No,Breakfast,Special,209,181,32.4,25.78,210,4,15.51,2807.31,6.62,No Event,2,High Waste,1.94,0.23,Rainy,Adults,0.42,Good,9,Yes,Average experience,Neutral,No,No,Reduce portion size by 10-20% for the next meal.
2024-01-16,Weekday,No,Lunch,Regular,225,241,54.72,25.28,318,1,16.1,3880.1,29.44,Sports Day,5,Minimal Waste,2.38,1.06,Windy,Adults,0.77,Average,8,Yes,Needs improvement,Neutral,Yes,Yes,Increase portions slightly for high energy consumption.
2024-09-03,Weekday,No,Breakfast,Regular,185,184,50.5,28.7,331,4,47.42,8725.28,21.8,Staff Meeting,5,Minimal Waste,1.07,0.88,Windy,Adults,0.38,Good,9,Yes,Average experience,Neutral,No,Yes,Portion sizes seem optimal; continue as is.
2024-05-18,Weekend,Yes,Breakfast,Dietary,220,197,30.74,30.39,331,2,44.82,8829.54,0.35,No Event,5,Minimal Waste,0.23,0.18,Cloudy,Adults,0.55,Good,9,No,Good food,Positive,No,Yes,Portion sizes seem optimal; continue as is.
2024-01-14,Weekend,Yes,Breakfast,Regular,146,142,53.23,45.17,259,1,36.41,5170.22,8.06,Staff Meeting,3,Moderate Waste,4.84,4.11,Cloudy,Adults,0.62,Average,7,Yes,Tasty but less,Positive,No,Yes,Portion sizes seem optimal; continue as is.
2024-07-06,Weekend,Yes,Dinner,Regular,108,80,50.31,40.19,276,3,26.03,2082.4,10.12,Sports Day,5,High Waste,4.72,0.56,Windy,Adults,0.36,Good,9,Yes,Needs improvement,Neutral,No,No,Reduce portion size by 10-20% for the next meal.
2024-03-10,Weekend,Yes,Lunch,Special,220,238,60.1,49.39,239,1,49.02,11666.76,10.71,No Event,5,Moderate Waste,3.56,0.3,Cloudy,Elderly,0.46,Average,7,No,Needs improvement,Neutral,Yes,No,Portion sizes seem optimal; continue as is.
2024-01-17,Weekday,Yes,Dinner,Dietary,209,207,32.13,31.31,258,5,11.62,2405.34,0.82,Staff Meeting,2,Moderate Waste,0.38,0.3,Cloudy,Youth,0.54,Good,10,No,Needs improvement,Neutral,No,No,Consider changing the menu or improving food quality.
2024-08-15,Weekday,Yes,Dinner,Regular,194,214,50.64,40.35,271,1,16.21,3468.94,10.29,Holiday,1,Minimal Waste,0.45,0.45,Rainy,Elderly,0.27,Poor,7,Yes,Good food,Positive,Yes,No,Consider changing the menu or improving food quality.
2024-08-20,Weekday,No,Breakfast,Special,213,229,41.99,38.15,322,2,45.01,10307.29,3.84,Staff Meeting,1,Minimal Waste,0.57,0.24,Rainy,Elderly,0.66,Average,10,No,Good food,Positive,Yes,Yes,Consider changing the menu or improving food quality.
2024-11-06,Weekday,No,Dinner,Special,253,236,43.2,34.84,206,4,43.15,10183.4,8.36,Holiday,4,Minimal Waste,1.16,0.64,Rainy,Adults,0.47,Good,9,Yes,Tasty but less,Positive,No,No,Consider offering warm food options.
2024-06-11,Weekday,No,Breakfast,Regular,213,214,31.53,26.48,311,3,38.46,8230.44,5.05,Sports Day,5,High Waste,1.42,0.33,Cloudy,Youth,0.7,Good,9,Yes,Good food,Positive,Yes,No,Reduce portion size by 10-20% for the next meal.
2024-05-09,Weekday,Yes,Breakfast,Special,257,239,62.79,51.27,329,1,14.53,3472.67,11.52,Sports Day,1,High Waste,2.05,1.2,Cloudy,Elderly,0.46,Average,7,No,Average experience,Neutral,No,No,Reduce portion size by 10-20% for the next meal.
2024-09-03,Weekday,Yes,Lunch,Regular,120,126,69.37,52.91,324,2,27.86,3510.36,16.46,Sports Day,5,Moderate Waste,2.93,2.75,Windy,Elderly,0.6,Poor,8,Yes,Good food,Positive,Yes,No,Increase portions slightly for high energy consumption.
2024-03-09,Weekend,Yes,Lunch,Special,166,163,65.73,63.7,337,4,29.31,4777.53,2.03,No Event,4,High Waste,1.33,0.86,Sunny,Elderly,0.61,Good,9,No,Needs improvement,Neutral,No,No,Reduce portion size by 10-20% for the next meal.
2024-01-22,Weekday,Yes,Dinner,Special,141,152,52.44,50.47,255,1,32.9,5000.8,1.97,No Event,1,Moderate Waste,3.97,1.15,Cloudy,Youth,0.67,Good,7,No,Good food,Positive,Yes,Yes,Consider changing the menu or improving food quality.
2024-10-28,Weekday,Yes,Breakfast,Dietary,184,161,65.5,55.32,247,1,41.56,6691.16,10.18,Staff Meeting,5,Moderate Waste,1.01,0.71,Cloudy,Adults,0.79,Average,9,No,Average experience,Neutral,No,No,Portion sizes seem optimal; continue as is.
2024-01-03,Weekday,No,Dinner,Special,130,132,42.39,29.17,336,4,23.12,3051.84,13.22,Sports Day,5,Minimal Waste,3.64,0.52,Windy,Youth,0.77,Poor,8,No,Needs improvement,Neutral,Yes,No,Increase portions slightly for high energy consumption.
2024-04-22,Weekday,No,Breakfast,Special,159,131,58.0,55.08,246,5,40.25,5272.75,2.92,Holiday,2,Moderate Waste,3.9,3.4,Cloudy,Elderly,0.5,Poor,10,Yes,Average experience,Neutral,No,Yes,Consider changing the menu or improving food quality.
2024-04-06,Weekend,No,Breakfast,Special,148,159,52.56,35.52,259,2,12.16,1933.44,17.04,Staff Meeting,2,Moderate Waste,3.23,1.57,Sunny,Elderly,0.44,Poor,9,No,Tasty but less,Positive,Yes,Yes,Consider changing the menu or improving food quality.
2024-08-16,Weekday,Yes,Breakfast,Dietary,182,181,60.39,57.93,229,1,22.26,4029.06,2.46,Sports Day,5,Minimal Waste,3.28,2.4,Sunny,Elderly,0.48,Average,7,No,Average experience,Neutral,No,Yes,Increase portions slightly for high energy consumption.
2024-03-17,Weekend,No,Lunch,Regular,169,156,54.21,38.35,350,1,38.07,5938.92,15.86,Holiday,4,Minimal Waste,4.45,1.64,Sunny,Youth,0.71,Good,10,No,Good food,Positive,No,No,Portion sizes seem optimal; continue as is.
2024-04-26,Weekday,Yes,Lunch,Regular,111,92,55.72,46.95,325,1,14.6,1343.2,8.77,No Event,5,Moderate Waste,1.3,1.27,Windy,Adults,0.8,Average,7,Yes,Tasty but less,Positive,No,No,Portion sizes seem optimal; continue as is.
2024-09-27,Weekday,Yes,Lunch,Regular,239,232,50.01,26.64,274,2,25.31,5871.92,23.37,Holiday,4,High Waste,1.18,0.21,Windy,Adults,0.25,Poor,10,No,Good food,Positive,No,Yes,Reduce portion size by 10-20% for the next meal.
2024-09-13,Weekday,Yes,Lunch,Special,192,201,66.4,29.74,314,5,11.55,2321.55,36.66,Staff Meeting,5,Moderate Waste,0.56,0.32,Cloudy,Adults,0.22,Average,9,No,Needs improvement,Neutral,Yes,Yes,Portion sizes seem optimal; continue as is.
2024-07-01,Weekday,No,Dinner,Special,149,164,56.55,38.63,325,5,46.64,7648.96,17.92,Sports Day,1,High Waste,4.33,2.17,Sunny,Adults,0.34,Poor,9,Yes,Average experience,Neutral,Yes,Yes,Reduce portion size by 10-20% for the next meal.
